id,Exercise name,Gender,instructions,avg_time_per_rep,is_per_side,exercise_type,place,equipments,requires_weight,weight_unit,recommended_weight_range
525,Stability  Swiss  Exercise Ball Reverse Crunches,both,"Lie on your back holding the stability ball between your calves/ankles. Lift the ball and bring your knees towards your chest, lifting hips slightly off the floor.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
526,Stability  Swiss  Exercise Ball Rollout,both,"Kneel with hands on the stability ball. Roll the ball forward, extending your body as far as you can while maintaining a straight back. Pull back to start using your abs.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
527,Stability  Swiss  Exercise Ball Single  One Leg Hips Raises  Leg Curls,both,"Lie on back with one heel on the ball, other leg in air. Lift hips into a bridge and perform a leg curl with the single leg.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
528,Stability  Swiss  Exercise Ball Squats,both,Place the ball between your lower back and a wall. Lean back against it and perform squats.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
529,Staggered Hand Push-Ups  Pushups,both,Perform push-ups with one hand placed further forward than the other. Switch hand positions after a set or alternate each rep.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
530,Standing Adductor  Adduction Stretch,both,"Stand with feet wide apart. Shift weight to one side, bending that knee while keeping the other leg straight to stretch the inner thigh.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
531,Standing Arm Circles,both,"Stand with arms extended to sides at shoulder height. Make small circles with your arms, gradually increasing size.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
532,Standing Arm Twists  Rotations,both,"Stand with feet shoulder-width apart. Rotate your torso left and right, letting arms swing loosely or holding them at chest height.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
533,Standing Band Side Leg Raises,both,Stand with a resistance band loop around ankles. Lift one leg out to the side against the resistance.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
534,Standing Barbell Calf Raises,both,Stand holding a barbell across your upper back (or in hands hanging down). Raise your heels off the ground as high as possible.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
535,Standing Barbell Shoulder Press,both,Stand holding a barbell at chest height. Press it overhead until arms are locked out. Lower back to chest.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
536,Standing Bicep Cable Curls,both,Stand facing a cable machine with a straight bar attachment on a low pulley. Curl the bar towards your chest.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
537,Standing Cable Chest Press,both,Stand facing away from a cable machine holding handles at shoulder height. Press handles forward like a bench press.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
538,Standing Cable Crossover Press  Flyes,both,Stand between two cable towers. Pull handles from high or mid position across your body to the center.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
539,Standing Chair  Supported Hamstring Curls,both,Stand holding onto a chair for balance. Curl one heel up towards your glute using your hamstring.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
540,Standing Chair Calf Raises,both,Stand holding a chair back. Raise heels off the ground to work calves.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
541,Standing Cross-body Crunches,both,Stand with hands behind head. Lift one knee and twist torso to bring opposite elbow towards that knee. Alternate sides.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
542,Standing Dumbbell  Kettlebell Side Bends,both,"Stand holding a dumbbell in one hand. Lean to that side, then use your obliques to pull back to center and slightly past.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
543,Standing Dumbbell Arm Twists  Rotations,both,Stand holding a dumbbell with both hands. Rotate torso/arms side to side.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
544,Standing Dumbbell Bicep Curls,both,"Stand holding dumbbells at sides. Curl them up towards shoulders, rotating palms up.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
545,Standing Dumbbell Bicep Hammer Curls,both,Stand holding dumbbells with neutral grip (palms facing body). Curl up keeping palms facing each other.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
546,Standing Dumbbell Calf Raises,both,Stand holding dumbbells at sides. Raise heels off the floor.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
547,Standing Dumbbell Overhead Shoulder Press,both,Stand holding dumbbells at shoulder height. Press straight up overhead.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
548,Standing Forward Hip Hinges  Bends,both,"Stand with feet hip-width. Hinge at hips pushing them back, keeping slight bend in knees, until torso is nearly parallel to floor. Squeeze glutes to stand.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
549,Standing Front Shoulder Plate  Dumbbell  Kettlebell Raises,both,"Stand holding a weight (plate, DB, KB) with both hands. Raise it straight in front to shoulder height.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
550,Standing Hamstring Stretch,both,Stand and reach down towards your toes (or prop one leg up on a bench) to stretch the hamstrings.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
551,Standing Knee Hugs,both,Stand tall. Lift one knee towards your chest and grab it with both hands. Pull it gently closer to hug it. Release and switch legs.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
552,Standing Leg  Hamstring Curls,both,Stand with feet hip-width apart. Shift weight to one leg. Curl the other heel towards your glutes using your hamstring. Lower slowly.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
553,Standing Long Jumps,both,Stand with feet shoulder-width. Swing arms back and bend knees. Explosively jump forward as far as possible. Land softly with knees bent.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
554,Standing Overhead Barbell Triceps Extensions,both,Stand holding a barbell overhead with arms extended. Lower the bar behind your head by bending only at the elbows. Press back up to start.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
555,Standing Overhead Military Barbell Shoulder Press,both,Stand with barbell at shoulder height (front rack). Press the bar straight overhead until arms are locked out. Lower back to collarbone.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
556,Standing Palm-Down Wrist Stretch,both,"Extend arm forward, palm facing down. Use the other hand to gently pull fingers down and back towards you.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
557,Standing Palm-Up Wrist Stretch,both,"Extend arm forward, palm facing up. Use the other hand to gently pull fingers down and back.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
558,Standing Quadricep Stretch,both,Stand on one leg. Grab the foot of the other leg behind you. Pull heel towards glutes.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
559,Standing Resistance Band Chest Pulls  Chest Openers  Back Flyes,both,Hold resistance band with both hands in front of chest. Pull hands apart until band touches chest (Reverse Flye).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
560,Standing Rest  Water Break,both,Stand relaxed. Shake out arms and legs. Sip water. Regulate breathing.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
561,Standing Reverse Barbell Curls,both,Stand holding barbell with overhand grip (palms down). Curl bar towards chest.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
562,Standing Shoulder Rolls  Shrugs,both,"Stand tall. Roll shoulders up, back, and down in a circular motion. Repeat in reverse.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
563,Standing Side Leans  Reaches  Bends,both,Stand with feet wide. Reach one arm overhead and lean to the opposite side. Feel stretch in obliques/lats.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
564,Standing Side Leg Raises,both,Stand tall. Lift one leg directly out to the side while keeping toes pointing forward.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
565,Standing Single  One Leg Chair Calf Raises,both,Stand on one leg (can hold chair for balance). Raise heel off floor as high as possible. Lower securely.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
566,Standing Single  One Leg Circles,both,Stand on one leg. Lift the other slightly and draw circles with the foot/leg.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
567,Standing Smith Calf Raises,both,"Stand on a block/plate in the Smith Machine. Bar on shoulders. Lower heels, then raise up on toes.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
568,Standing Supported Resistance Band Hamstring Curls,both,Stand facing anchor point. Band around ankle. Curl heel to glute against resistance.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
569,Standing Two-Armed Bent Over Dumbbell Rows,both,Stand holding DBs. Hinge forward at hips. Pull both DBs to waist while squeezing back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
570,Standing Water Bottle Bicep Curls,both,Stand holding water bottles. Curl them up to shoulders.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
571,Star Planks,both,Start in side plank. Lift top leg and raise top arm to create a star shape.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
572,Static Bicep Curls,both,Hold dumbbells with elbows bent at 90 degrees. Maintain this position effectively.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
573,Static Push-up  Pushup Hold,both,Perform a pushup but hold the bottom position (chest just off floor).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
574,Static Squat Hold,both,Lower into a squat position. Hold at the bottom (thighs parallel).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
575,Step Up with Knee Raises,both,"Step up onto a box/bench. As you stand, drive the opposite knee up towards chest. Step down.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
576,Stiff Legged Barbell Deadlifts,both,Stand with barbell. Hinge at hips keeping legs straight (but not locked). Lower bar until hamstring stretch. Pull back up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
577,Straight Arm Pulldowns  Pull Downs  Pullovers,both,"Stand facing cable machine, straight bar high pulley. Keep arms straight. Push bar down to thighs using lats.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
578,Straight-Leg Calf Stretch,both,"Stand facing wall. Step one foot back, keep leg straight and heel down. Lean forward.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
579,Sumo  Plié Dumbbell Squats,both,"Hold one DB at chest or hanging. Wide stance, toes out. Squat down.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
580,Sumo Barbell Deadlift,both,"Wide stance, toes out. Grip bar inside knees (arms hang straight). Hinge/Squat to pull bar.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
581,Supermans  Extended Arms & Legs Lifts,both,Lie on stomach. Lift arms and legs simultaneously off floor. Hold.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
582,Supine Lying Down Position  Corpse Pose,both,"Lie flat on back, arms at sides, palms up. Legs slightly apart. Relax completely.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
583,Surrenders,both,"Kneel on floor. Hands behind head. Step up with right foot, then left to stand. Kneel back down right, then left.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
584,Swiss Ball Squeezes,both,Stand or sit holding Swiss ball. Squeeze it hard with arms or knees.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
585,TRX Suspension Strap Bicep Curls,both,Face TRX anchor. Lean back extending arms. Curl body up towards handles.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
586,TRX Suspension Strap Hamstring  Leg Curls,both,"Lie on back, heels in TRX cradles. Lift hips. Curl heels to glutes.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
587,TRX Suspension Strap Mountain Climbers,both,Plank position feet in TRX cradles. Bring alternating knees to chest.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
588,TRX Suspension Strap Pistol  Single  One Leg Squats,both,"Hold TRX handles. Balance on one leg. Squat down, extending other leg forward. Use arms to assist.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
589,TRX Suspension Strap Planks,both,Feet in TRX cradles. Forearms on floor. Hold plank.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
590,TRX Suspension Strap Pull Ups,both,"Sit under TRX, grabbing handles. Pull chest to handles (Bodyweight row/Pullup variation).",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
591,TRX Suspension Strap Reverse Lunges  Lunges,both,One foot in TRX cradle behind you. Lunge down with standing leg.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
592,TRX Suspension Strap Rows,both,Face TRX anchor. Lean back. Pull chest to handles.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
593,TRX Suspension Strap Side Planks,both,Place your feet in the TRX cradles and support your body on one forearm. Lift your hips off the floor to form a straight line and hold this side plank position.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
594,TRX Suspension Strap Standing Ab Rollout,both,Stand facing away from anchor. Hold handles. Lean forward extending arms overhead (Superman). Pull back.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
595,TRX Suspension Strap T Flyes,both,Face anchor. Lean back. Open arms to 'T' shape. Pull back together.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
596,TRX Suspension Straps Atomic Push-ups  Pushups,both,"Feet in TRX. Pushup position. Perform pushup, then tuck knees to chest.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
597,TRX Suspension Straps Chest Press,both,Face away from anchor. hold handles. Lean forward. Perform fluid chest press.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
598,TRX Suspension Straps Deltoid Y Flyes,both,Face anchor. Arms straight overhead in 'Y'. Lean back slightly. Pull body up maintaining Y shape.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
599,TRX Suspension Straps Glute Bridge,both,"Lie on your back with your heels secured in the TRX cradles. Engage your glutes to lift your hips off the floor into a bridge position, maintaining a straight line.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
600,TRX Suspension Straps Overhead Squats,both,Face anchor. Hold handles overhead. Squat down keeping arms overhead.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
601,TRX Suspension Straps Saw Pikes,both,"Plank position, feet in TRX. Saw body back and forth, then pike hips up.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
602,TRX Suspension Straps Side Step  Lateral Lunges,both,Hold TRX. Stand sideways. Step out into lateral lunge.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
603,TRX Suspension Straps Squats,both,Hold TRX handles. Lean back slightly. Squat down and up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
604,TRX Suspension Straps Suspended Lunges,both,Back foot in TRX cradle. Lunge down. (Same as Bulgarian Split Squat in TRX),3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
605,TRX Suspension Straps Tricep Extensions,both,Face away from anchor. Arms extended overhead. Bend elbows to lower body/hands behind head.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
606,Toe Reaches  Crunches,both,Lie on back. Legs straight up. Crunch up to touch toes.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
607,Toe Taps,both,"Lie on back, knees bent 90 degrees (Tabletop). Tap one toe to floor, then other.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
608,Tricep Cable Rope Push Pull Downs,both,High pulley rope. Pull down spreading rope at bottom.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
609,Tricep Dumbbell Kickbacks,both,"Bend forward at the waist while holding a dumbbell, keeping your elbow high and pinned to your side. Extend your arm back until it is straight, squeezing the tricep.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
610,Triceps Dips,both,Parallel bars or bench. Lower body bending elbows. Press up.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
611,Tuck Jumps,both,"Perform an explosive jump straight up into the air. At the peak of the jump, quickly tuck your knees up towards your chest before landing softly.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
612,Turkish Get Ups,both,"Lie with KB held up. Roll to elbow, then hand. Lift hips (bridge). Slide leg through. Lunge up to stand. Reverse.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
613,Two-Arm Kettlebell Squat Swings,both,"Hold a kettlebell with both hands. Lower into a squat, then as you stand up explosively, swing the kettlebell upwards using the momentum from your hips.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
614,Underhand Grip  Chin-Ups  Pull-Ups Pullups,both,"Grip the bar with your palms facing towards you (underhand grip). Pull your body up until your chin is essentially over the bar, then lower yourself with control.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
615,Underhand Grip Barbell Bench Press,both,Bench press with reverse grip (palms facing head).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
616,Upper Body Ergometers  Bike  UBE,both,"Sit comfortably at the Upper Body Ergometer (UBE). Grip the handles and pedal using your arms in a cyclical motion, keeping your core engaged.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
617,Upright Barbell Rows,both,"Stand tall holding a barbell with an overhand grip. Pull the bar vertically up towards your chin, leading with your elbows high.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
618,Upright Dumbbell Rows,both,"Stand holding dumbbells in front of your thighs. Pull them vertically straight up towards your chest or chin, focusing on raising your elbows high.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
619,Upright Kettlebell Front Rows,both,"Stand holding a kettlebell handle with both hands. Pull it vertically up towards your chin, keeping your elbows high and the weight close to your body.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
620,Upward Cable Wood Chops,both,"Set a cable pulley to the lowest position. Grip the handle and pull it diagonally upwards and across your body, pivoting your back foot.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
621,V-Bar  Triangle Bar Lat Pulldowns  Pull Downs  Pullovers,both,V-Bar high pulley. Lean back slightly. Pull to chest.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
622,Walking High Kicks  Soldier March,both,Walk forward kicking legs high to opposite hand (Frankenstein).,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
623,Wall Angels,both,Stand against wall. Arms in 'W' shape. Slide arms up wall.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
624,Wall Partial  Half Squats,both,Lean your back flat against a sturdy wall and walk your feet out. Lower your hips until you are in a half-squat position and hold.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
625,Wall Push-Ups  Pushups  Standing Press Ups,both,"Stand facing a wall at arm's length. Place your hands on the wall and perform a push-up movement, lowering your chest to the wall and pushing back.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
626,Wall Sit  Squats  Chair,both,Sit with your back flat against a wall and knees bent at 90 degrees. Hold this position with your thighs parallel to the floor for the desired time.,3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
627,Water Bottle Floor Chest Presses,both,"Lie flat on the floor with holding water bottles in each hand. Press them straight up towards the ceiling like a bench press, then lower them back down.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
628,Water Bottle Lunges,both,"Stand holding water bottles in your hands for resistance. Step forward into a lunge, lowering your back knee towards the ground, then push back.",3,false,Strength,Gym,"[""Gym Equipment""]",false,kg,"{""beginner"": ""5-10"", ""intermediate"": ""15-25"", ""advanced"": ""30+""}"
